year,month,day,time,neighbourhood,city,country,temperature_c,temperature_f,humidity,weather,mq135_raw,mq3_raw,mq6_raw,mq7_raw,mq8_raw,mq135_v,mq3_v,mq6_v,mq7_v,mq8_v,mq135_ppm,mq3_ppm,mq6_ppm,mq7_ppm,mq8_ppm,sound_raw,sound_v,sound_events,warning
2026,June,Saturday 13,05:13:01,Aradului ap.,Timişoara,RO,25.6,78.1,47.0,Sunny,517,716,833,605,317,0.417,0.577,0.671,0.488,0.255,1037.64,0.27,1155.38,97.01,1346.76,135,0.109,0,"Warning: High PPM detected — MQ7, MQ8"
2026,June,Saturday 13,05:43:08,Aradului ap.,Timişoara,RO,25.5,77.9,48.0,Sunny,525,718,837,610,319,0.423,0.579,0.675,0.492,0.257,1092.22,0.28,1171.47,98.49,1353.4,135,0.109,0,"Warning: High PPM detected — MQ7, MQ8"
2026,June,Saturday 13,06:13:18,Aradului ap.,Timişoara,RO,26.0,78.8,48.0,Sunny,524,730,842,613,321,0.422,0.588,0.679,0.494,0.259,1086.04,0.28,1191.23,99.38,1359.91,135,0.109,0,"Warning: High PPM detected — MQ7, MQ8"
2026,June,Saturday 13,06:43:26,Aradului ap.,Timişoara,RO,25.6,78.1,48.0,Sunny,522,732,842,615,321,0.421,0.59,0.679,0.496,0.259,1072.03,0.29,1190.81,99.94,1359.76,136,0.11,0,"Warning: High PPM detected — MQ7, MQ8"
2026,June,Saturday 13,07:13:34,Aradului ap.,Timişoara,RO,25.5,77.9,48.0,Sunny,525,735,841,611,319,0.423,0.592,0.678,0.492,0.257,1092.22,0.29,1186.84,98.78,1353.4,136,0.11,0,"Warning: High PPM detected — MQ7, MQ8"
2026,June,Saturday 13,07:43:44,Aradului ap.,Timişoara,RO,26.4,79.5,48.0,Cloudy,528,738,851,622,321,0.425,0.595,0.686,0.501,0.259,1113.96,0.29,1226.87,102.03,1360.06,136,0.11,0,"Warning: High PPM detected — MQ7, MQ8"
2026,June,Saturday 13,08:13:52,Aradului ap.,Timişoara,RO,26.2,79.2,48.0,Cloudy,532,743,855,621,323,0.429,0.599,0.689,0.5,0.26,1141.65,0.29,1242.56,101.72,1366.3,135,0.109,0,"Warning: High PPM detected — MQ7, MQ8"
2026,June,Saturday 13,08:44:01,Aradului ap.,Timişoara,RO,26.0,78.8,48.0,Cloudy,531,748,856,624,323,0.428,0.603,0.69,0.503,0.26,1134.36,0.3,1246.35,102.59,1366.23,136,0.11,0,"Warning: High PPM detected — MQ7, MQ8"
2026,June,Saturday 13,09:14:09,Aradului ap.,Timişoara,RO,25.8,78.4,48.0,Cloudy,530,747,857,618,322,0.427,0.602,0.691,0.498,0.259,1127.1,0.3,1250.14,100.82,1363.0,136,0.11,0,"Warning: High PPM detected — MQ7, MQ8"
2026,June,Saturday 13,09:44:17,Aradului ap.,Timişoara,RO,25.7,78.3,48.0,Cloudy,531,754,854,622,326,0.428,0.608,0.688,0.501,0.263,1133.97,0.3,1238.04,101.98,1375.58,136,0.11,0,"Warning: High PPM detected — MQ7, MQ8"
2026,June,Monday 15,23:20:12,Aradului ap.,Timişoara,RO,24.8,76.6,49.0,Cloudy,1261,2098,1964,1792,830,1.016,1.691,1.583,1.444,0.669,87548.04,4.52,20630.41,3749.67,3681.7,135,0.109,1,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Monday 15,23:50:36,Aradului ap.,Timişoara,RO,25.0,77.0,48.0,Cloudy,494,1186,1288,1006,396,0.398,0.956,1.038,0.811,0.319,894.92,0.73,4128.31,252.11,1592.43,135,0.109,16,"Warning: High PPM detected — MQ6, MQ7, MQ8"
2026,June,Tuesday 16,00:20:43,Aradului ap.,Timişoara,RO,25.0,77.0,48.0,Cloudy,479,984,1205,957,398,0.386,0.793,0.971,0.771,0.321,809.75,0.5,3353.62,228.26,1598.55,135,0.109,0,"Warning: High PPM detected — MQ6, MQ7, MQ8"
2026,June,Tuesday 16,00:50:53,Aradului ap.,Timişoara,RO,25.0,77.0,48.0,Cloudy,477,914,1179,945,398,0.384,0.737,0.95,0.762,0.321,798.86,0.43,3136.91,222.65,1598.55,135,0.109,0,"Warning: High PPM detected — MQ6, MQ7, MQ8"
2026,June,Tuesday 16,01:05:42,Aradului ap.,Timişoara,RO,28.4,83.1,41.0,Cloudy,636,1229,1188,947,493,0.513,0.99,0.957,0.763,0.397,6993.97,1.18,3528.87,889.98,2403.53,133,0.107,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,01:36:12,Aradului ap.,Timişoara,RO,24.5,76.1,46.0,Cloudy,637,1081,1061,825,406,0.513,0.871,0.855,0.665,0.327,2071.78,0.6,2283.96,171.05,1621.88,138,0.111,36,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,02:06:22,Aradului ap.,Timişoara,RO,25.2,77.4,46.0,Cloudy,662,1060,1077,865,416,0.533,0.854,0.868,0.697,0.335,2363.01,0.58,2388.21,187.3,1652.64,139,0.112,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,02:36:30,Aradului ap.,Timişoara,RO,25.0,77.0,46.0,Cloudy,664,1064,1088,937,422,0.535,0.857,0.877,0.755,0.34,2386.87,0.58,2460.51,218.71,1670.76,141,0.114,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,03:06:40,Aradului ap.,Timişoara,RO,24.8,76.6,47.0,Cloudy,682,1074,1088,949,430,0.55,0.865,0.877,0.765,0.347,2617.69,0.59,2462.17,224.36,1695.36,141,0.114,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,03:36:47,Aradului ap.,Timişoara,RO,24.9,76.8,47.0,Sunny,687,1080,1091,965,434,0.554,0.87,0.879,0.778,0.35,2684.41,0.6,2482.54,231.9,1707.51,141,0.114,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,04:06:57,Aradului ap.,Timişoara,RO,24.6,76.3,48.0,Sunny,687,1093,1094,978,440,0.554,0.881,0.882,0.788,0.355,2686.4,0.62,2504.23,238.23,1725.95,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,04:37:07,Aradului ap.,Timişoara,RO,24.9,76.8,48.0,Sunny,709,1106,1108,989,445,0.571,0.891,0.893,0.797,0.359,2995.42,0.63,2601.35,243.65,1741.19,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,05:07:15,Aradului ap.,Timişoara,RO,24.4,75.9,48.0,Sunny,723,1120,1114,1004,459,0.583,0.903,0.898,0.809,0.37,3203.24,0.65,2642.35,251.01,1783.1,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,05:37:25,Aradului ap.,Timişoara,RO,24.8,76.6,48.0,Sunny,731,1129,1120,1007,472,0.589,0.91,0.903,0.812,0.38,3329.6,0.66,2686.06,252.58,1822.33,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,06:07:35,Aradului ap.,Timişoara,RO,24.4,75.9,48.0,Sunny,748,1142,1119,1014,484,0.603,0.92,0.902,0.817,0.39,3605.62,0.67,2677.92,256.06,1858.06,139,0.112,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,06:37:45,Aradului ap.,Timişoara,RO,24.7,76.5,48.0,Sunny,744,1136,1120,1017,485,0.6,0.915,0.903,0.82,0.391,3540.01,0.67,2685.82,257.63,1861.21,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,07:07:53,Aradului ap.,Timişoara,RO,24.3,75.7,49.0,Sunny,765,1155,1133,1026,495,0.616,0.931,0.913,0.827,0.399,3904.61,0.69,2781.56,262.33,1891.36,139,0.112,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,07:38:00,Aradului ap.,Timişoara,RO,24.7,76.5,49.0,Sunny,802,1199,1174,1072,539,0.646,0.966,0.946,0.864,0.434,4615.42,0.75,3098.25,286.88,2022.57,139,0.112,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,08:08:08,Aradului ap.,Timişoara,RO,24.3,75.7,49.0,Sunny,889,1308,1249,1157,623,0.716,1.054,1.007,0.932,0.502,6681.5,0.9,3748.57,336.08,2270.84,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,08:38:18,Aradului ap.,Timişoara,RO,24.7,76.5,49.0,Sunny,901,1323,1262,1177,632,0.726,1.066,1.017,0.948,0.509,7020.21,0.93,3873.47,348.57,2297.68,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,09:08:28,Aradului ap.,Timişoara,RO,26.6,79.9,47.0,Sunny,921,1356,1301,1212,650,0.742,1.093,1.048,0.977,0.524,7609.43,0.98,4264.36,371.07,2350.82,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 16,09:38:38,Aradului ap.,Timişoara,RO,24.7,76.5,49.0,Sunny,911,1349,1300,1199,645,0.734,1.087,1.048,0.966,0.52,7309.99,0.97,4253.9,362.59,2336.06,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Friday 19,09:45:18,Aradului ap.,Timişoara,RO,26.5,79.7,43.0,Sunny,1341,1875,1836,1465,861,1.081,1.511,1.48,1.181,0.694,33133.55,2.17,14202.76,566.24,2974.24,136,0.11,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Friday 19,10:15:28,Aradului ap.,Timişoara,RO,26.9,80.4,43.0,Cloudy,731,1539,1285,1070,384,0.589,1.24,1.036,0.862,0.309,3318.52,1.31,4086.83,285.13,1554.31,134,0.108,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Friday 19,10:45:38,Aradului ap.,Timişoara,RO,27.0,80.6,44.0,Cloudy,597,1320,1097,938,344,0.481,1.064,0.884,0.756,0.277,1666.66,0.92,2521.21,219.16,1430.99,135,0.109,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Friday 19,11:15:46,Aradului ap.,Timişoara,RO,27.0,80.6,43.0,Cloudy,673,1251,1110,970,448,0.542,1.008,0.895,0.782,0.361,2496.02,0.82,2608.71,234.01,1748.83,136,0.11,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Friday 19,11:45:53,Aradului ap.,Timişoara,RO,27.5,81.5,42.0,Sunny,600,1097,992,871,371,0.484,0.884,0.799,0.702,0.299,1691.66,0.62,1877.48,189.59,1514.09,135,0.109,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Friday 19,12:16:01,Aradului ap.,Timişoara,RO,27.4,81.3,41.0,Sunny,593,1024,765,826,378,0.478,0.825,0.616,0.666,0.305,1624.34,0.54,914.36,171.2,1535.15,139,0.112,0,"Warning: High PPM detected — MQ135, MQ7, MQ8"
2026,June,Friday 19,12:46:09,Aradului ap.,Timişoara,RO,27.8,82.0,40.0,Sunny,575,948,700,773,372,0.463,0.764,0.564,0.623,0.3,1464.51,0.46,722.25,151.05,1516.37,137,0.11,0,"Warning: High PPM detected — MQ135, MQ7, MQ8"
2026,June,Friday 19,13:16:16,Aradului ap.,Timişoara,RO,27.9,82.2,41.0,Sunny,567,913,665,739,367,0.457,0.736,0.536,0.596,0.296,1399.89,0.43,632.4,139.04,1501.45,137,0.11,0,"Warning: High PPM detected — MQ135, MQ7, MQ8"
2026,June,Friday 19,13:46:24,Aradului ap.,Timişoara,RO,28.0,82.4,41.0,Sunny,558,893,643,718,363,0.45,0.72,0.518,0.579,0.293,1327.77,0.41,579.68,131.86,1489.12,137,0.11,0,"Warning: High PPM detected — MQ135, MQ7, MQ8"
2026,June,Friday 19,14:16:32,Aradului ap.,Timişoara,RO,28.0,82.4,41.0,Sunny,560,886,624,702,368,0.451,0.714,0.503,0.566,0.297,1343.58,0.41,536.61,126.52,1504.57,137,0.11,0,"Warning: High PPM detected — MQ135, MQ7, MQ8"
2026,June,Monday 22,23:05:17,Aradului ap.,Timişoara,RO,0.0,32.0,0.0,Rainy,448,779,924,1032,395,0.361,0.628,0.745,0.832,0.318,656.27,0.32,1546.24,266.18,1591.47,144,0.116,41,"Warning: High PPM detected — MQ7, MQ8"
2026,June,Monday 22,23:41:02,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,521,760,931,900,445,0.42,0.612,0.75,0.725,0.359,1069.13,0.31,1577.92,202.87,1743.03,134,0.108,0,"Warning: High PPM detected — MQ7, MQ8"
2026,June,Tuesday 23,00:11:09,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,524,720,856,976,445,0.422,0.58,0.69,0.787,0.359,1089.43,0.28,1249.31,237.86,1743.03,135,0.109,47,"Warning: High PPM detected — MQ7, MQ8"
2026,June,Tuesday 23,00:41:17,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,541,709,850,960,464,0.436,0.571,0.685,0.774,0.374,1209.89,0.27,1225.41,230.2,1800.28,135,0.109,0,"Warning: High PPM detected — MQ135, MQ7, MQ8"
2026,June,Tuesday 23,01:11:27,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,897,1058,1201,1157,812,0.723,0.853,0.968,0.932,0.654,6931.51,0.58,3330.34,336.8,2833.33,138,0.111,1,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,01:41:37,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,927,1086,1251,1191,840,0.747,0.875,1.008,0.96,0.677,7821.37,0.61,3778.95,358.12,2917.12,139,0.112,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,02:11:45,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,923,1077,1251,1188,835,0.744,0.868,1.008,0.957,0.673,7697.68,0.6,3778.95,356.2,2902.13,139,0.112,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,02:41:52,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,924,1072,1248,1175,837,0.745,0.864,1.006,0.947,0.675,7728.45,0.59,3750.72,347.97,2908.13,139,0.112,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,03:12:03,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,937,1072,1251,1170,842,0.755,0.864,1.008,0.943,0.679,8137.64,0.59,3778.95,344.84,2923.11,139,0.112,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,03:42:10,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,938,1078,1270,1176,854,0.756,0.869,1.023,0.948,0.688,8169.82,0.6,3961.84,348.6,2959.13,139,0.112,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,04:12:18,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,928,1061,1247,1161,835,0.748,0.855,1.005,0.936,0.673,7852.54,0.58,3741.34,339.26,2902.13,139,0.112,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,04:42:26,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,923,1054,1260,1165,841,0.744,0.849,1.015,0.939,0.678,7697.68,0.57,3864.7,341.73,2920.12,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,05:12:36,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Cloudy,936,1063,1269,1166,848,0.754,0.857,1.023,0.94,0.683,8105.55,0.58,3952.04,342.35,2941.12,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,05:42:43,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Cloudy,960,1088,1286,1191,867,0.774,0.877,1.036,0.96,0.699,8904.46,0.61,4121.45,358.12,2998.23,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,06:12:53,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,941,1050,1266,1169,838,0.758,0.846,1.02,0.942,0.675,8267.0,0.57,3922.75,344.22,2911.12,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,06:43:03,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,958,1082,1305,1187,860,0.772,0.872,1.052,0.957,0.693,8835.54,0.61,4317.85,355.56,2977.17,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,07:13:11,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,986,1109,1328,1215,895,0.795,0.894,1.07,0.979,0.721,9841.0,0.64,4565.95,373.74,3082.7,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,07:43:21,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,971,1080,1323,1206,869,0.782,0.87,1.066,0.972,0.7,9291.39,0.6,4511.03,367.83,3004.25,140,0.113,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,08:13:29,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Rainy,992,1109,1344,1226,878,0.799,0.894,1.083,0.988,0.708,10068.14,0.64,4745.47,381.07,3031.37,139,0.112,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,08:43:36,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Cloudy,993,1113,1353,1233,883,0.8,0.897,1.09,0.994,0.712,10106.41,0.64,4849.02,385.78,3046.45,139,0.112,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
2026,June,Tuesday 23,09:13:44,Aradului ap.,Timişoara,RO,28.9,84.0,48.0,Cloudy,982,1097,1327,1211,872,0.791,0.884,1.069,0.976,0.703,9691.91,0.62,4554.92,371.11,3013.28,139,0.112,0,"Warning: High PPM detected — MQ135, MQ6, MQ7, MQ8"
